risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,theta_step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,start_index,start_iteration,selected_stage,stage_improvement,stage_relative_improvement,stage_termination_reason,continuation_stop_reason,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4900,4900,4,500,True,nan,nan,max_iter,,0.7162565689943795,0.25651173631380014,0.019107640879815757,0.009030848804456926,0.019107640879815757,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5000,5000,4,600,True,nan,nan,max_iter,,0.7131013423767056,0.25425676224972976,0.019125418470205657,0.008101138700924881,0.019125418470205657,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5100,5100,4,700,True,nan,nan,max_iter,,0.7118655280462372,0.25337626501027405,0.017862088865196135,0.008293334071545755,0.017862088865196135,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5200,5200,4,800,True,nan,nan,max_iter,,0.7110799814375867,0.2528173700006393,0.01680131978252941,0.008476014074429994,0.01680131978252941,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5300,5300,4,900,True,nan,nan,max_iter,,0.7105505414970578,0.252441036010881,0.01595350905413806,0.008626578889983416,0.01595350905413806,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5400,5400,4,1000,True,nan,nan,max_iter,,0.7101741891271783,0.25217368945122265,0.015291615209437115,0.008729275620065868,0.015291615209437115,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5500,5500,4,1100,True,nan,nan,max_iter,,0.7098935658251411,0.25197443739996694,0.014786185053331069,0.008794205744902972,0.014786185053331069,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5600,5600,4,1200,True,nan,nan,max_iter,,0.7096763946822688,0.2518202925846117,0.014383129960223173,0.008832276830018193,0.014383129960223173,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5700,5700,4,1300,True,nan,nan,max_iter,,0.709503416919675,0.2516975493103471,0.014057207400547389,0.008853915743130214,0.014057207400547389,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5800,5800,4,1400,True,nan,nan,max_iter,,0.7093623179048044,0.2515974490316384,0.013785235751761493,0.008861838970055436,0.013785235751761493,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,5900,5900,4,1500,True,nan,nan,max_iter,,0.7092448423121814,0.25151412317321553,0.013553169315649205,0.0088595784525064,0.013553169315649205,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6000,6000,4,1600,True,nan,nan,max_iter,,0.7091453100394468,0.2514435353754716,0.013345545224704214,0.008848897706730474,0.013345545224704214,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6100,6100,4,1700,True,nan,nan,max_iter,,0.7090597480619006,0.251382863160803,0.013156141857212589,0.008832744005118909,0.013156141857212589,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,6200,6200,4,1800,True,nan,nan,max_iter,,0.7089853323213782,0.25133010072342754,0.012983428655580553,0.0088126767412805,0.012983428655580553,-2181.9345478411974,-1456.125875267722
